Tid HomeOwner MaritalStatus AnnualIncome DefaultedBorrower 
252 true Single 164 ?
253 true Single 121 ?
254 false Divorced 91 ?
255 false Married 195 ?
256 true Single 19 ?
257 true Single 39 ?
258 false Divorced 173 ?
259 true Divorced 87 ?
260 false Single 87 ?
261 true Single 170 ?
262 true Single 23 ?
263 false Divorced 182 ?
264 true Married 170 ?
265 false Single 9 ?
266 false Single 179 ?
267 false Married 24 ?
268 true Married 196 ?
269 true Single 189 ?
270 true Married 195 ?
271 true Married 133 ?
272 false Single 164 ?
273 false Married 0 ?
274 false Single 123 ?
275 true Married 22 ?
276 true Single 159 ?
277 false Married 155 ?
278 true Divorced 107 ?
279 false Divorced 82 ?
280 true Single 81 ?
281 true Married 77 ?
282 false Divorced 9 ?
283 true Married 21 ?
284 true Single 189 ?
285 false Divorced 95 ?
286 false Single 47 ?
287 true Single 11 ?
288 false Single 20 ?
289 false Single 148 ?
290 false Married 22 ?
291 true Married 50 ?
292 true Divorced 87 ?
293 false Divorced 101 ?
294 true Divorced 6 ?
295 false Single 87 ?
296 false Married 122 ?
297 true Single 26 ?
298 true Divorced 17 ?
299 true Divorced 0 ?
300 true Single 111 ?
301 false Divorced 141 ?
302 false Single 132 ?
303 false Divorced 63 ?
304 false Single 90 ?
305 true Single 160 ?
306 false Married 81 ?
307 false Single 142 ?
308 true Single 31 ?
309 false Divorced 182 ?
310 false Single 51 ?
311 true Married 102 ?
312 true Married 150 ?
313 false Single 166 ?
314 true Single 119 ?
315 true Single 18 ?
316 true Divorced 151 ?
317 true Married 60 ?
318 true Single 68 ?
319 false Divorced 162 ?
320 false Single 15 ?
321 false Single 193 ?
322 true Single 87 ?
323 true Single 130 ?
324 true Single 78 ?
325 false Married 83 ?
326 false Single 110 ?
327 false Divorced 65 ?
328 true Single 100 ?
329 true Single 47 ?
330 true Single 14 ?
331 false Divorced 38 ?
332 false Single 31 ?
333 true Divorced 193 ?
334 false Divorced 187 ?
335 true Divorced 197 ?
336 true Divorced 114 ?
337 true Married 14 ?
338 true Married 12 ?
339 false Single 168 ?
340 false Married 116 ?
341 true Single 1 ?
342 true Divorced 57 ?
343 true Single 41 ?
344 false Married 147 ?
345 true Divorced 153 ?
346 false Divorced 50 ?
347 false Divorced 61 ?
348 true Married 13 ?
349 false Married 35 ?
350 true Divorced 93 ?
351 true Married 3 ?
352 false Single 170 ?
353 false Single 20 ?
354 true Married 188 ?
355 true Married 154 ?
356 true Divorced 169 ?
357 true Single 158 ?
358 false Married 105 ?
359 true Single 145 ?
360 true Divorced 172 ?
361 false Single 67 ?
362 false Married 111 ?
363 false Single 144 ?
364 true Married 57 ?
365 false Single 143 ?
366 false Married 38 ?
367 false Single 84 ?
368 true Married 47 ?
369 false Divorced 119 ?
370 true Divorced 34 ?
371 false Single 9 ?
372 true Divorced 58 ?
373 true Divorced 64 ?
374 false Divorced 16 ?
375 true Married 57 ?
376 true Married 53 ?
377 false Married 98 ?
378 false Divorced 71 ?
379 false Single 17 ?
380 false Married 19 ?
381 true Married 58 ?
382 true Single 128 ?
383 true Divorced 59 ?
384 false Divorced 160 ?
385 false Divorced 142 ?
386 true Single 153 ?
387 false Married 31 ?
388 false Married 50 ?
389 false Married 43 ?
390 false Married 188 ?
391 true Single 170 ?
392 false Single 54 ?
393 true Single 195 ?
394 true Divorced 86 ?
395 true Single 65 ?
396 true Married 185 ?
397 true Single 58 ?
398 false Single 87 ?
399 true Single 8 ?
400 true Divorced 14 ?
401 true Married 79 ?
402 false Single 174 ?
403 true Married 12 ?
404 true Single 93 ?
405 false Married 167 ?
406 false Married 86 ?
407 true Divorced 184 ?
408 true Married 159 ?
409 false Married 156 ?
410 false Married 17 ?
411 true Single 195 ?
412 true Married 156 ?
413 false Divorced 164 ?
414 false Divorced 94 ?
415 true Married 62 ?
416 true Single 38 ?
417 true Single 6 ?
418 false Married 43 ?
419 false Divorced 51 ?
420 false Married 149 ?
421 true Married 167 ?
422 false Married 146 ?
423 false Divorced 74 ?
424 true Married 175 ?
425 true Married 34 ?
426 false Divorced 25 ?
427 true Divorced 62 ?
428 true Divorced 139 ?
429 false Single 134 ?
430 true Divorced 90 ?
431 true Married 61 ?
432 true Divorced 113 ?
433 false Married 41 ?
434 false Divorced 20 ?
435 true Single 53 ?
436 true Single 89 ?
437 true Single 90 ?
438 true Divorced 196 ?
439 true Single 179 ?
440 true Married 70 ?
441 false Married 163 ?
442 true Divorced 179 ?
443 false Single 61 ?
444 false Divorced 94 ?
445 true Divorced 149 ?
446 true Married 70 ?
447 false Single 176 ?
448 true Single 159 ?
449 true Single 94 ?
450 false Married 156 ?
451 false Divorced 108 ?
452 false Single 16 ?
453 true Divorced 108 ?
454 true Single 88 ?
455 true Divorced 155 ?
456 false Single 51 ?
457 true Single 37 ?
458 false Divorced 19 ?
459 false Married 114 ?
460 true Single 179 ?
461 false Divorced 55 ?
462 false Single 69 ?
463 true Divorced 7 ?
464 false Single 31 ?
465 true Divorced 17 ?
466 true Single 128 ?
467 true Married 113 ?
468 true Married 114 ?
469 true Married 69 ?
470 false Married 73 ?
471 true Divorced 173 ?
472 true Divorced 13 ?
473 true Single 108 ?
474 true Single 51 ?
475 false Married 149 ?
476 true Divorced 43 ?
477 false Single 33 ?
478 false Single 26 ?
479 true Single 124 ?
480 false Single 88 ?
481 false Single 34 ?
482 false Single 82 ?
483 false Divorced 61 ?
484 true Single 190 ?
485 true Married 192 ?
486 false Married 74 ?
487 false Divorced 146 ?
488 true Married 180 ?
489 true Married 175 ?
490 false Single 48 ?
491 true Single 137 ?
492 true Single 197 ?
493 true Married 144 ?
494 false Single 178 ?
495 true Divorced 81 ?
496 false Divorced 50 ?
497 true Married 148 ?
498 false Single 158 ?
499 true Married 139 ?
500 false Married 188 ?
501 false Single 28 ?
502 false Married 95 ?
503 true Married 44 ?
504 true Divorced 40 ?
505 false Married 179 ?
506 false Married 149 ?
507 true Divorced 166 ?
508 false Divorced 48 ?
509 false Married 36 ?
510 false Single 175 ?
511 true Married 15 ?
512 true Married 12 ?
513 false Divorced 183 ?
514 false Single 80 ?
515 false Divorced 171 ?
516 false Married 186 ?
517 false Divorced 37 ?
518 true Married 99 ?
519 true Divorced 171 ?
520 false Single 153 ?
521 false Married 109 ?
522 true Married 92 ?
523 false Single 47 ?
524 false Divorced 188 ?
525 true Single 127 ?
526 true Married 141 ?
527 false Married 16 ?
528 false Single 190 ?
529 true Single 46 ?
530 true Single 42 ?
531 true Divorced 79 ?
532 false Single 146 ?
533 false Divorced 75 ?
534 true Divorced 42 ?
535 true Single 106 ?
536 false Divorced 52 ?
537 false Single 179 ?
538 false Single 91 ?
539 false Single 117 ?
540 true Divorced 33 ?
541 true Single 65 ?
542 false Married 16 ?
543 true Single 109 ?
544 false Single 183 ?
545 true Divorced 88 ?
546 true Divorced 106 ?
547 true Married 32 ?
548 true Divorced 2 ?
549 true Married 17 ?
550 false Single 56 ?
551 false Single 130 ?
552 true Single 155 ?
553 true Single 187 ?
554 true Married 68 ?
555 false Divorced 73 ?
556 false Divorced 30 ?
557 true Divorced 119 ?
558 false Divorced 20 ?
559 true Single 112 ?
560 false Single 127 ?
561 false Divorced 10 ?
562 true Married 121 ?
563 false Divorced 73 ?
564 true Single 162 ?
565 false Divorced 22 ?
566 true Married 160 ?
567 false Divorced 140 ?
568 false Single 85 ?
569 true Married 25 ?
570 false Married 10 ?
571 false Single 85 ?
572 false Married 42 ?
573 true Divorced 14 ?
574 false Single 194 ?
575 false Married 138 ?
576 false Married 174 ?
577 true Married 154 ?
578 false Divorced 12 ?
579 false Divorced 114 ?
580 true Divorced 160 ?
581 true Single 70 ?
582 true Married 189 ?
583 true Divorced 106 ?
584 false Single 168 ?
585 false Single 60 ?
586 false Single 162 ?
587 false Divorced 170 ?
588 true Divorced 174 ?
589 true Single 140 ?
590 true Married 40 ?
591 false Single 181 ?
592 false Single 146 ?
593 true Married 197 ?
594 true Divorced 142 ?
595 false Married 70 ?
596 true Married 158 ?
597 false Divorced 121 ?
598 false Divorced 42 ?
599 true Divorced 158 ?
600 false Divorced 93 ?
601 false Single 176 ?
602 false Married 71 ?
603 false Married 138 ?
604 true Single 79 ?
605 false Married 126 ?
606 false Married 81 ?
607 false Single 66 ?
608 true Single 68 ?
609 true Married 145 ?
610 true Divorced 2 ?
611 true Married 5 ?
612 false Married 74 ?
613 false Married 58 ?
614 true Divorced 109 ?
615 true Divorced 24 ?
616 true Married 51 ?
617 true Divorced 140 ?
618 false Married 172 ?
619 false Married 182 ?
620 true Married 31 ?
621 true Married 10 ?
622 true Divorced 40 ?
623 false Single 138 ?
624 true Single 187 ?
625 true Single 2 ?
626 true Married 61 ?
627 false Married 17 ?
628 true Married 139 ?
629 false Married 64 ?
630 false Single 191 ?
631 true Married 115 ?
632 false Divorced 42 ?
633 false Divorced 37 ?
634 true Married 165 ?
635 false Divorced 128 ?
636 true Married 100 ?
637 false Single 109 ?
638 true Divorced 17 ?
639 true Single 8 ?
640 true Single 38 ?
641 false Single 56 ?
642 true Divorced 105 ?
643 false Divorced 123 ?
644 true Single 114 ?
645 true Single 144 ?
646 true Married 125 ?
647 false Single 40 ?
648 true Single 161 ?
649 false Married 152 ?
650 false Married 149 ?
651 false Married 58 ?
652 false Single 46 ?
653 true Divorced 197 ?
654 true Single 30 ?
655 false Married 20 ?
656 true Single 36 ?
657 true Single 38 ?
658 true Married 194 ?
659 true Married 6 ?
660 true Single 173 ?
661 false Divorced 199 ?
662 false Single 193 ?
663 true Divorced 144 ?
664 true Single 192 ?
665 false Divorced 27 ?
666 false Single 160 ?
667 false Single 28 ?
668 true Divorced 45 ?
669 true Married 176 ?
670 true Single 13 ?
671 true Divorced 177 ?
672 false Single 39 ?
673 false Married 35 ?
674 false Single 99 ?
675 true Divorced 122 ?
676 true Married 101 ?
677 true Divorced 107 ?
678 true Single 32 ?
679 true Single 126 ?
680 true Married 61 ?
681 true Divorced 28 ?
682 true Single 161 ?
683 true Married 64 ?
684 true Single 160 ?
685 true Divorced 113 ?
686 false Single 55 ?
687 true Divorced 31 ?
688 false Divorced 164 ?
689 false Divorced 92 ?
690 false Single 1 ?
691 true Divorced 1 ?
692 false Single 64 ?
693 false Divorced 122 ?
694 true Single 21 ?
695 false Married 26 ?
696 false Single 34 ?
697 false Single 143 ?
698 true Married 92 ?
699 true Single 57 ?
700 true Divorced 126 ?
701 false Single 25 ?
702 true Single 89 ?
703 false Married 105 ?
704 false Divorced 19 ?
705 false Married 111 ?
706 false Single 110 ?
707 false Married 53 ?
708 true Divorced 119 ?
709 true Single 185 ?
710 false Married 92 ?
711 false Single 149 ?
712 false Single 172 ?
713 false Married 115 ?
714 true Divorced 84 ?
715 false Single 198 ?
716 false Single 39 ?
717 true Single 115 ?
718 false Divorced 111 ?
719 false Single 95 ?
720 true Single 172 ?
721 true Single 65 ?
722 true Divorced 94 ?
723 true Single 135 ?
724 false Divorced 56 ?
725 true Divorced 29 ?
726 false Married 199 ?
727 false Married 26 ?
728 true Single 132 ?
729 false Single 44 ?
730 false Single 93 ?
731 false Divorced 35 ?
732 true Single 2 ?
733 false Divorced 13 ?
734 true Divorced 187 ?
735 true Single 180 ?
736 true Divorced 103 ?
737 false Single 104 ?
738 false Divorced 13 ?
739 true Married 96 ?
740 true Divorced 180 ?
741 true Divorced 149 ?
742 false Divorced 59 ?
743 true Divorced 42 ?
744 true Single 57 ?
745 true Divorced 169 ?
746 false Single 35 ?
747 false Single 112 ?
748 false Single 160 ?
749 true Single 141 ?
750 true Single 9 ?
751 false Divorced 64 ?
752 false Single 130 ?
753 false Single 192 ?
754 false Divorced 174 ?
755 true Single 155 ?
756 false Divorced 9 ?
757 true Divorced 189 ?
758 false Single 2 ?
759 true Married 23 ?
760 true Married 171 ?
761 false Divorced 95 ?
762 false Single 168 ?
763 false Married 94 ?
764 true Divorced 167 ?
765 true Married 0 ?
766 true Married 53 ?
767 true Single 5 ?
768 true Divorced 102 ?
769 true Divorced 137 ?
770 false Divorced 156 ?
771 false Divorced 192 ?
772 true Single 120 ?
773 true Divorced 99 ?
774 true Single 65 ?
775 false Divorced 98 ?
776 true Married 49 ?
777 true Married 91 ?
778 true Married 168 ?
779 true Divorced 8 ?
780 false Married 23 ?
781 false Married 60 ?
782 true Divorced 2 ?
783 false Married 37 ?
784 true Single 114 ?
785 true Single 54 ?
786 false Single 131 ?
787 true Married 73 ?
788 false Single 55 ?
789 false Divorced 28 ?
790 true Married 163 ?
791 false Divorced 51 ?
792 true Divorced 130 ?
793 true Divorced 123 ?
794 true Single 167 ?
795 true Single 199 ?
796 false Single 119 ?
797 true Divorced 198 ?
798 true Divorced 124 ?
799 false Divorced 145 ?
800 false Married 173 ?
801 true Single 94 ?
802 true Divorced 79 ?
803 true Married 16 ?
804 true Single 7 ?
805 false Divorced 102 ?
806 true Single 115 ?
807 true Divorced 30 ?
808 true Married 14 ?
809 false Single 133 ?
810 false Married 177 ?
811 false Married 76 ?
812 false Single 104 ?
813 false Divorced 164 ?
814 true Married 141 ?
815 false Married 147 ?
816 false Single 182 ?
817 true Single 111 ?
818 false Single 139 ?
819 true Married 46 ?
820 false Divorced 190 ?
821 false Divorced 95 ?
822 true Divorced 110 ?
823 true Single 188 ?
824 false Married 45 ?
825 false Divorced 61 ?
826 false Married 96 ?
827 true Married 89 ?
828 true Divorced 87 ?
829 false Single 187 ?
830 false Married 43 ?
831 false Divorced 165 ?
832 true Divorced 119 ?
833 false Single 77 ?
834 true Divorced 163 ?
835 false Single 180 ?
836 false Single 12 ?
837 true Single 100 ?
838 false Divorced 5 ?
839 true Single 61 ?
840 false Married 151 ?
841 false Divorced 178 ?
842 true Married 145 ?
843 true Married 143 ?
844 true Married 126 ?
845 true Married 153 ?
846 true Single 24 ?
847 true Divorced 190 ?
848 false Single 149 ?
849 false Single 126 ?
850 false Married 193 ?
851 true Divorced 5 ?
852 false Divorced 89 ?
853 true Divorced 171 ?
854 false Divorced 126 ?
855 false Single 44 ?
856 false Divorced 137 ?
857 false Single 1 ?
858 true Married 166 ?
859 true Single 24 ?
860 true Married 116 ?
861 false Single 131 ?
862 false Divorced 23 ?
863 false Married 74 ?
864 true Married 0 ?
865 true Divorced 191 ?
866 true Single 26 ?
867 false Married 129 ?
868 true Single 101 ?
869 false Married 104 ?
870 true Single 107 ?
871 true Single 193 ?
872 false Single 85 ?
873 false Divorced 119 ?
874 false Single 12 ?
875 true Single 46 ?
876 true Divorced 39 ?
877 false Single 31 ?
878 true Divorced 196 ?
879 true Married 130 ?
880 false Single 8 ?
881 false Married 175 ?
882 false Single 9 ?
883 false Single 186 ?
884 true Married 102 ?
885 true Married 26 ?
886 true Single 64 ?
887 false Divorced 168 ?
888 false Married 122 ?
889 false Divorced 42 ?
890 false Married 149 ?
891 false Married 97 ?
892 false Divorced 168 ?
893 false Married 83 ?
894 true Single 196 ?
895 true Divorced 167 ?
896 true Divorced 61 ?
897 false Single 155 ?
898 true Divorced 146 ?
899 false Divorced 146 ?
900 false Divorced 196 ?
901 true Single 14 ?
902 true Divorced 72 ?
903 false Married 40 ?
904 true Divorced 150 ?
905 false Single 159 ?
906 true Married 38 ?
907 false Married 44 ?
908 false Single 70 ?
909 true Single 83 ?
910 false Married 8 ?
911 false Married 107 ?
912 false Married 181 ?
913 true Divorced 23 ?
914 false Married 112 ?
915 true Married 185 ?
916 true Divorced 79 ?
917 true Single 114 ?
918 false Divorced 111 ?
919 true Divorced 147 ?
920 false Divorced 130 ?
921 false Married 156 ?
922 false Divorced 121 ?
923 true Divorced 15 ?
924 true Divorced 104 ?
925 false Single 149 ?
926 true Divorced 53 ?
927 false Single 102 ?
928 true Single 137 ?
929 false Divorced 26 ?
930 true Single 78 ?
931 false Married 163 ?
932 false Single 87 ?
933 false Divorced 122 ?
934 true Divorced 137 ?
935 false Divorced 180 ?
936 false Divorced 198 ?
937 false Divorced 143 ?
938 true Married 171 ?
939 true Married 37 ?
940 true Married 110 ?
941 false Married 127 ?
942 false Single 14 ?
943 false Divorced 52 ?
944 true Single 160 ?
945 true Divorced 114 ?
946 true Single 128 ?
947 false Single 143 ?
948 false Married 170 ?
949 false Married 109 ?
950 true Married 97 ?
951 true Divorced 154 ?
952 true Divorced 88 ?
953 true Single 36 ?
954 false Divorced 135 ?
955 true Single 174 ?
956 false Single 0 ?
957 true Married 30 ?
958 false Divorced 23 ?
959 false Single 141 ?
960 true Single 25 ?
961 false Divorced 91 ?
962 true Single 2 ?
963 true Single 184 ?
964 false Divorced 40 ?
965 true Married 192 ?
966 false Single 185 ?
967 true Married 65 ?
968 true Single 112 ?
969 true Divorced 58 ?
970 true Divorced 87 ?
971 false Single 125 ?
972 false Married 196 ?
973 true Single 32 ?
974 true Married 99 ?
975 true Single 122 ?
976 true Married 196 ?
977 true Divorced 51 ?
978 true Single 183 ?
979 false Single 71 ?
980 false Divorced 65 ?
981 false Divorced 88 ?
982 false Divorced 87 ?
983 false Married 10 ?
984 true Single 29 ?
985 true Married 6 ?
986 false Married 161 ?
987 false Married 179 ?
988 true Married 156 ?
989 true Married 67 ?
990 true Divorced 101 ?
991 false Divorced 69 ?
992 false Married 16 ?
993 true Divorced 143 ?
994 true Single 10 ?
995 false Single 54 ?
996 false Single 84 ?
997 false Single 20 ?
998 true Divorced 22 ?
999 true Single 13 ?
1000 false Married 48 ?
