Tid HomeOwner MaritalStatus AnnualIncome DefaultedBorrower 
286 false Married 54 false
287 false Married 92 false
288 true Single 44 true
289 false Married 121 false
290 false Married 67 false
291 true Married 149 true
292 true Single 152 true
293 false Single 91 false
294 true Single 37 true
295 true Married 25 false
296 false Divorced 84 true
297 true Divorced 135 true
298 true Divorced 51 true
299 false Single 117 true
300 false Married 160 false
301 true Divorced 186 false
302 false Divorced 148 true
303 true Married 145 false
304 false Single 74 true
305 false Divorced 163 false
306 false Divorced 142 false
307 true Married 66 false
308 true Single 199 false
309 true Divorced 177 true
310 false Single 47 false
311 true Single 71 true
312 false Married 151 false
313 false Divorced 26 true
314 true Single 38 true
315 true Divorced 182 true
316 false Married 185 false
317 true Divorced 94 false
318 false Single 193 false
319 false Single 63 false
320 false Divorced 162 false
321 false Divorced 129 true
322 false Single 160 false
323 true Married 191 true
324 false Married 177 true
325 false Married 155 false
326 false Married 111 true
327 true Single 109 false
328 true Single 173 false
329 false Married 187 false
330 false Married 15 false
331 false Divorced 111 true
332 true Single 108 false
333 true Single 94 false
334 false Single 61 false
335 true Divorced 181 true
336 true Married 197 false
337 false Divorced 196 true
338 false Divorced 144 true
339 false Single 52 false
340 true Divorced 102 true
341 true Divorced 18 true
342 false Single 62 false
343 false Single 164 false
344 false Divorced 133 false
345 false Single 152 false
346 true Single 63 true
347 false Single 1 false
348 false Single 194 false
349 false Married 12 false
350 true Divorced 119 false
351 false Single 148 true
352 false Divorced 106 false
353 true Single 35 true
354 true Single 151 false
355 true Divorced 67 true
356 false Single 101 true
357 true Single 86 true
358 false Married 172 true
359 true Married 3 true
360 true Divorced 144 true
361 true Divorced 186 true
362 true Single 37 true
363 false Single 44 true
364 true Single 146 false
365 false Divorced 157 true
366 true Single 128 false
367 false Married 76 true
368 true Married 130 false
369 false Married 135 true
370 false Single 69 true
371 true Divorced 82 false
372 true Single 174 false
373 false Divorced 22 false
374 false Single 112 false
375 false Married 187 true
376 false Single 61 false
377 false Married 136 true
378 false Divorced 26 false
379 false Single 55 true
380 true Single 77 true
381 false Divorced 20 true
382 false Divorced 24 false
383 true Divorced 180 false
384 false Single 21 true
385 true Single 8 false
386 false Single 137 false
387 false Divorced 105 false
388 true Divorced 51 false
389 false Married 187 false
390 true Divorced 43 false
391 false Single 20 false
392 false Married 109 true
393 false Divorced 171 true
394 true Married 78 true
395 false Single 75 true
396 false Married 19 true
397 true Divorced 55 false
398 true Single 150 true
399 false Married 13 false
400 true Divorced 146 false
401 true Married 189 false
402 false Married 116 false
403 false Married 73 true
404 true Divorced 106 false
405 true Single 21 true
406 false Married 141 true
407 true Divorced 21 true
408 true Divorced 120 true
409 true Single 11 true
410 false Married 8 false
411 false Married 80 true
412 false Married 195 true
413 true Single 191 true
414 false Single 155 true
415 false Married 15 true
416 true Single 10 true
417 true Divorced 71 false
418 true Divorced 77 true
419 true Divorced 58 false
420 true Single 195 true
421 true Single 123 true
422 false Divorced 117 true
423 true Married 71 false
424 true Divorced 21 true
425 false Divorced 191 true
426 true Divorced 33 false
427 false Married 5 true
428 true Single 166 true
429 false Married 147 true
430 false Divorced 7 true
431 true Married 129 true
432 false Divorced 125 false
433 false Single 126 true
434 false Single 6 false
435 false Single 59 true
436 true Married 16 true
437 false Divorced 53 false
438 true Married 20 false
439 true Divorced 34 false
440 false Single 165 false
441 true Single 16 false
442 true Married 88 false
443 false Married 130 true
444 true Single 132 false
445 true Divorced 172 true
446 true Married 57 true
447 true Married 180 false
448 false Single 170 true
449 false Single 161 false
450 false Divorced 12 true
451 false Divorced 77 false
452 true Married 183 false
453 true Married 5 false
454 true Divorced 33 true
455 true Single 189 true
456 true Married 192 true
457 false Married 158 false
458 false Divorced 30 false
459 true Married 137 false
460 false Married 92 true
461 false Married 130 false
462 true Divorced 34 false
463 false Single 112 true
464 true Divorced 34 true
465 false Single 25 true
466 true Single 114 false
467 true Married 40 false
468 true Single 40 true
469 true Divorced 17 false
470 false Divorced 142 false
471 true Single 185 true
472 true Married 165 false
473 true Married 64 true
474 true Married 139 false
475 false Single 152 true
476 true Single 135 false
477 false Single 108 true
478 false Divorced 41 true
479 true Divorced 188 false
480 false Single 84 true
481 true Single 133 true
482 true Married 166 true
483 false Single 51 true
484 true Divorced 12 true
485 false Divorced 65 false
486 false Married 64 false
487 false Single 181 true
488 false Married 133 false
489 true Single 102 false
490 false Divorced 46 false
491 true Divorced 39 false
492 false Married 60 false
493 true Single 139 true
494 false Single 111 true
495 false Single 161 true
496 true Divorced 106 true
497 true Married 143 true
498 true Divorced 161 false
499 false Single 191 true
500 false Single 19 false
